,deadline,destination,end_time,net_reward,parameters,penalty,start,success
2052,40,"(3, 2)",19,27.5,"(1.0, 0.9, 0.1)",-0.5,"(8, 5)",True
2053,40,"(5, 6)",30,29.0,"(1.0, 0.9, 0.1)",-1.0,"(2, 1)",True
2054,25,"(7, 4)",6,15.5,"(1.0, 0.9, 0.1)",0.0,"(5, 1)",True
2055,35,"(8, 4)",15,34.0,"(1.0, 0.9, 0.1)",-2.0,"(2, 5)",True
2056,35,"(4, 2)",20,21.0,"(1.0, 0.9, 0.1)",-7.0,"(8, 5)",True
2057,35,"(7, 4)",23,11.0,"(1.0, 0.9, 0.1)",-9.0,"(2, 6)",True
2058,30,"(5, 5)",10,27.5,"(1.0, 0.9, 0.1)",-2.5,"(8, 2)",True
2059,30,"(2, 1)",15,37.5,"(1.0, 0.9, 0.1)",-2.5,"(4, 5)",True
2060,30,"(8, 4)",20,32.0,"(1.0, 0.9, 0.1)",-2.0,"(3, 5)",True
2061,25,"(1, 1)",13,18.0,"(1.0, 0.9, 0.1)",-4.0,"(5, 2)",True
2062,20,"(2, 6)",5,18.5,"(1.0, 0.9, 0.1)",-3.5,"(2, 2)",True
2063,40,"(6, 6)",18,28.0,"(1.0, 0.9, 0.1)",-2.0,"(1, 3)",True
2064,25,"(6, 4)",13,39.0,"(1.0, 0.9, 0.1)",-3.0,"(3, 2)",True
2065,25,"(3, 4)",13,26.0,"(1.0, 0.9, 0.1)",-2.0,"(6, 2)",True
2066,35,"(8, 1)",27,22.0,"(1.0, 0.9, 0.1)",-2.0,"(2, 2)",True
2067,20,"(5, 4)",6,22.0,"(1.0, 0.9, 0.1)",-2.0,"(3, 6)",True
2068,30,"(3, 5)",21,30.5,"(1.0, 0.9, 0.1)",-1.5,"(8, 6)",True
2069,35,"(8, 5)",11,16.5,"(1.0, 0.9, 0.1)",-3.5,"(2, 6)",True
2070,30,"(5, 2)",20,28.0,"(1.0, 0.9, 0.1)",-8.0,"(3, 6)",True
2071,35,"(2, 4)",33,21.5,"(1.0, 0.9, 0.1)",-2.5,"(8, 5)",True
2072,25,"(2, 5)",19,13.5,"(1.0, 0.9, 0.1)",-0.5,"(6, 4)",True
2073,20,"(3, 3)",15,18.0,"(1.0, 0.9, 0.1)",-2.0,"(6, 4)",True
2074,35,"(4, 5)",23,22.0,"(1.0, 0.9, 0.1)",0.0,"(8, 2)",True
2075,25,"(3, 1)",9,12.5,"(1.0, 0.9, 0.1)",-5.5,"(2, 5)",True
2076,35,"(4, 3)",16,36.5,"(1.0, 0.9, 0.1)",-1.5,"(8, 6)",True
2077,20,"(1, 6)",0,21.5,"(1.0, 0.9, 0.1)",-8.5,"(2, 3)",False
2078,30,"(4, 1)",15,26.5,"(1.0, 0.9, 0.1)",-3.5,"(5, 6)",True
2079,25,"(2, 2)",9,21.0,"(1.0, 0.9, 0.1)",-5.0,"(6, 3)",True
2080,35,"(6, 6)",27,31.5,"(1.0, 0.9, 0.1)",-2.5,"(3, 2)",True
2081,20,"(8, 3)",5,24.0,"(1.0, 0.9, 0.1)",0.0,"(6, 5)",True
2082,25,"(7, 1)",15,23.0,"(1.0, 0.9, 0.1)",-3.0,"(5, 4)",True
2083,30,"(8, 6)",19,27.0,"(1.0, 0.9, 0.1)",-1.0,"(3, 5)",True
2084,20,"(4, 5)",15,25.0,"(1.0, 0.9, 0.1)",-1.0,"(2, 3)",True
2085,20,"(5, 5)",0,22.0,"(1.0, 0.9, 0.1)",0.0,"(8, 4)",False
2086,25,"(2, 4)",14,14.0,"(1.0, 0.9, 0.1)",-4.0,"(5, 2)",True
2087,35,"(1, 5)",6,24.5,"(1.0, 0.9, 0.1)",-1.5,"(6, 3)",True
2088,30,"(3, 2)",14,39.0,"(1.0, 0.9, 0.1)",-5.0,"(8, 3)",True
2089,35,"(3, 3)",21,19.5,"(1.0, 0.9, 0.1)",-4.5,"(8, 1)",True
2090,25,"(5, 2)",19,21.0,"(1.0, 0.9, 0.1)",-3.0,"(1, 3)",True
2091,30,"(1, 5)",0,18.0,"(1.0, 0.9, 0.1)",-2.0,"(6, 4)",False
2092,30,"(5, 5)",25,24.5,"(1.0, 0.9, 0.1)",-5.5,"(2, 2)",True
2093,25,"(1, 6)",0,17.0,"(1.0, 0.9, 0.1)",-1.0,"(3, 3)",False
2094,20,"(3, 6)",9,20.0,"(1.0, 0.9, 0.1)",-4.0,"(4, 3)",True
2095,25,"(1, 4)",15,29.0,"(1.0, 0.9, 0.1)",-1.0,"(3, 1)",True
2096,25,"(7, 2)",16,11.0,"(1.0, 0.9, 0.1)",-5.0,"(4, 4)",True
2097,30,"(6, 2)",0,18.0,"(1.0, 0.9, 0.1)",-2.0,"(1, 3)",False
2098,35,"(8, 3)",22,20.5,"(1.0, 0.9, 0.1)",-11.5,"(4, 6)",True
2099,25,"(8, 4)",13,25.0,"(1.0, 0.9, 0.1)",-3.0,"(4, 5)",True
2100,25,"(4, 5)",0,0.0,"(1.0, 0.9, 0.2)",0.0,"(1, 3)",False
2101,50,"(8, 6)",0,7.0,"(1.0, 0.9, 0.2)",-9.0,"(2, 2)",False
2102,35,"(4, 5)",28,15.0,"(1.0, 0.9, 0.2)",-17.0,"(7, 1)",True
2103,35,"(5, 1)",19,15.5,"(1.0, 0.9, 0.2)",-2.5,"(3, 6)",True
2104,20,"(8, 1)",0,34.0,"(1.0, 0.9, 0.2)",-2.0,"(4, 1)",True
2105,45,"(8, 1)",0,9.5,"(1.0, 0.9, 0.2)",-10.5,"(2, 4)",False
2106,25,"(3, 3)",19,12.5,"(1.0, 0.9, 0.2)",-17.5,"(1, 6)",True
2107,20,"(6, 2)",14,18.0,"(1.0, 0.9, 0.2)",-2.0,"(8, 4)",True
2108,25,"(7, 1)",11,22.0,"(1.0, 0.9, 0.2)",0.0,"(2, 1)",True
2109,35,"(6, 5)",20,27.5,"(1.0, 0.9, 0.2)",-2.5,"(2, 2)",True
2110,25,"(6, 3)",21,27.5,"(1.0, 0.9, 0.2)",-2.5,"(2, 4)",True
2111,30,"(4, 6)",0,20.0,"(1.0, 0.9, 0.2)",0.0,"(8, 4)",False
2112,35,"(3, 2)",28,25.0,"(1.0, 0.9, 0.2)",-7.0,"(7, 5)",True
2113,25,"(8, 6)",0,19.0,"(1.0, 0.9, 0.2)",-1.0,"(8, 1)",False
2114,25,"(8, 2)",18,19.5,"(1.0, 0.9, 0.2)",-2.5,"(3, 2)",True
2115,60,"(1, 6)",43,24.0,"(1.0, 0.9, 0.2)",0.0,"(8, 1)",True
2116,25,"(1, 3)",6,23.5,"(1.0, 0.9, 0.2)",0.0,"(5, 2)",True
2117,25,"(4, 4)",12,34.0,"(1.0, 0.9, 0.2)",-2.0,"(2, 1)",True
2118,40,"(1, 3)",14,22.0,"(1.0, 0.9, 0.2)",-2.0,"(6, 6)",True
2119,30,"(3, 5)",12,36.0,"(1.0, 0.9, 0.2)",-2.0,"(8, 4)",True
2120,50,"(7, 6)",19,20.0,"(1.0, 0.9, 0.2)",-6.0,"(1, 2)",True
2121,55,"(8, 6)",31,45.0,"(1.0, 0.9, 0.2)",-5.0,"(2, 1)",True
2122,35,"(1, 3)",20,33.0,"(1.0, 0.9, 0.2)",-7.0,"(5, 6)",True
2123,25,"(6, 6)",10,22.0,"(1.0, 0.9, 0.2)",-6.0,"(5, 2)",True
2124,40,"(4, 6)",14,22.0,"(1.0, 0.9, 0.2)",-2.0,"(1, 1)",True
2125,25,"(4, 1)",18,44.5,"(1.0, 0.9, 0.2)",-3.5,"(2, 4)",True
2126,20,"(5, 1)",12,21.5,"(1.0, 0.9, 0.2)",-0.5,"(8, 2)",True
2127,25,"(1, 1)",0,22.0,"(1.0, 0.9, 0.2)",0.0,"(6, 1)",False
2128,25,"(3, 3)",6,18.0,"(1.0, 0.9, 0.2)",-4.0,"(8, 3)",True
2129,20,"(4, 5)",10,30.5,"(1.0, 0.9, 0.2)",-3.5,"(3, 2)",True
2130,40,"(8, 1)",0,22.0,"(1.0, 0.9, 0.2)",0.0,"(3, 4)",False
2131,25,"(2, 2)",16,25.0,"(1.0, 0.9, 0.2)",-11.0,"(6, 3)",True
2132,20,"(1, 2)",14,20.5,"(1.0, 0.9, 0.2)",-1.5,"(5, 2)",True
2133,45,"(6, 1)",37,18.5,"(1.0, 0.9, 0.2)",-1.5,"(2, 6)",True
2134,50,"(8, 2)",39,14.5,"(1.0, 0.9, 0.2)",-3.5,"(2, 6)",True
2135,25,"(5, 6)",9,19.5,"(1.0, 0.9, 0.2)",-4.5,"(5, 1)",True
2136,40,"(1, 6)",10,17.5,"(1.0, 0.9, 0.2)",-4.5,"(4, 1)",True
2137,35,"(8, 6)",19,40.0,"(1.0, 0.9, 0.2)",-6.0,"(2, 5)",True
2138,25,"(2, 3)",17,30.0,"(1.0, 0.9, 0.2)",-2.0,"(6, 2)",True
2139,20,"(5, 3)",17,19.5,"(1.0, 0.9, 0.2)",-2.5,"(6, 6)",True
2140,40,"(7, 5)",24,18.0,"(1.0, 0.9, 0.2)",0.0,"(3, 1)",True
2141,25,"(2, 1)",17,19.0,"(1.0, 0.9, 0.2)",-7.0,"(3, 5)",True
2142,30,"(8, 6)",12,19.0,"(1.0, 0.9, 0.2)",-1.0,"(7, 1)",True
2143,30,"(7, 1)",9,25.0,"(1.0, 0.9, 0.2)",-1.0,"(4, 4)",True
2144,25,"(4, 3)",21,23.5,"(1.0, 0.9, 0.2)",-4.5,"(7, 5)",True
2145,40,"(6, 4)",27,17.5,"(1.0, 0.9, 0.2)",-0.5,"(1, 1)",True
2146,35,"(6, 2)",4,25.5,"(1.0, 0.9, 0.2)",-2.5,"(1, 4)",True
2147,40,"(1, 5)",34,47.0,"(1.0, 0.9, 0.2)",-5.0,"(8, 4)",True
2148,25,"(4, 3)",12,11.0,"(1.0, 0.9, 0.2)",-3.0,"(1, 1)",True
2149,20,"(8, 6)",5,21.0,"(1.0, 0.9, 0.2)",-3.0,"(5, 5)",True
2150,40,"(8, 4)",28,16.0,"(1.0, 0.9, 0.2)",-2.0,"(2, 2)",True
2151,35,"(1, 6)",35,23.0,"(1.0, 0.9, 0.2)",-3.0,"(8, 6)",True
2152,30,"(4, 2)",23,9.5,"(1.0, 0.9, 0.2)",0.0,"(8, 4)",True
2153,30,"(1, 3)",15,18.5,"(1.0, 0.9, 0.2)",-1.5,"(7, 3)",True
2154,30,"(3, 4)",21,28.0,"(1.0, 0.9, 0.2)",-2.0,"(6, 1)",True
2155,30,"(4, 2)",19,19.0,"(1.0, 0.9, 0.2)",-3.0,"(8, 4)",True
2156,20,"(2, 3)",13,31.5,"(1.0, 0.9, 0.2)",-0.5,"(4, 5)",True
2157,40,"(5, 1)",27,22.0,"(1.0, 0.9, 0.2)",0.0,"(8, 6)",True
2158,20,"(2, 3)",17,24.5,"(1.0, 0.9, 0.2)",-3.5,"(1, 6)",True
2159,35,"(1, 5)",14,18.0,"(1.0, 0.9, 0.2)",0.0,"(6, 3)",True
2160,25,"(7, 4)",17,35.5,"(1.0, 0.9, 0.2)",-2.5,"(4, 6)",True
2161,25,"(6, 1)",15,25.5,"(1.0, 0.9, 0.2)",-0.5,"(2, 2)",True
2162,20,"(6, 4)",12,23.0,"(1.0, 0.9, 0.2)",-1.0,"(2, 4)",True
2163,20,"(3, 1)",7,18.0,"(1.0, 0.9, 0.2)",0.0,"(2, 4)",True
2164,20,"(4, 2)",7,30.5,"(1.0, 0.9, 0.2)",-1.5,"(1, 3)",True
2165,20,"(1, 1)",13,29.0,"(1.0, 0.9, 0.2)",-1.0,"(3, 3)",True
2166,20,"(8, 3)",17,21.0,"(1.0, 0.9, 0.2)",-1.0,"(4, 3)",True
2167,35,"(6, 1)",19,18.0,"(1.0, 0.9, 0.2)",0.0,"(4, 6)",True
2168,20,"(8, 5)",17,26.5,"(1.0, 0.9, 0.2)",-3.5,"(7, 2)",True
2169,40,"(8, 1)",12,18.0,"(1.0, 0.9, 0.2)",0.0,"(3, 4)",True
2170,35,"(1, 1)",29,36.5,"(1.0, 0.9, 0.2)",-7.5,"(6, 3)",True
2171,25,"(5, 1)",10,24.0,"(1.0, 0.9, 0.2)",0.0,"(3, 4)",True
2172,25,"(8, 5)",13,25.5,"(1.0, 0.9, 0.2)",-0.5,"(3, 5)",True
2173,35,"(8, 4)",19,17.0,"(1.0, 0.9, 0.2)",-3.0,"(4, 1)",True
2174,60,"(1, 6)",32,24.5,"(1.0, 0.9, 0.2)",-5.5,"(8, 1)",True
2175,20,"(5, 4)",5,27.5,"(1.0, 0.9, 0.2)",-12.0,"(3, 2)",True
2176,30,"(7, 3)",9,14.0,"(1.0, 0.9, 0.2)",-4.0,"(1, 3)",True
2177,40,"(1, 6)",15,27.0,"(1.0, 0.9, 0.2)",-3.0,"(6, 3)",True
2178,30,"(7, 6)",20,30.5,"(1.0, 0.9, 0.2)",-5.5,"(3, 4)",True
2179,20,"(2, 1)",6,21.5,"(1.0, 0.9, 0.2)",-2.5,"(1, 4)",True
2180,30,"(7, 6)",2,25.0,"(1.0, 0.9, 0.2)",-1.0,"(8, 1)",True
2181,25,"(4, 2)",1,41.5,"(1.0, 0.9, 0.2)",-2.5,"(1, 4)",True
2182,25,"(1, 4)",0,38.5,"(1.0, 0.9, 0.2)",-3.5,"(4, 2)",False
2183,20,"(3, 1)",13,18.0,"(1.0, 0.9, 0.2)",-6.0,"(4, 4)",True
2184,25,"(1, 5)",18,23.5,"(1.0, 0.9, 0.2)",-0.5,"(2, 1)",True
2185,35,"(6, 2)",26,15.5,"(1.0, 0.9, 0.2)",-2.5,"(2, 5)",True
2186,50,"(2, 5)",20,17.0,"(1.0, 0.9, 0.2)",-3.0,"(8, 1)",True
2187,25,"(3, 1)",18,30.0,"(1.0, 0.9, 0.2)",0.0,"(5, 4)",True
2188,30,"(1, 3)",15,20.0,"(1.0, 0.9, 0.2)",0.0,"(5, 5)",True
2189,25,"(7, 5)",20,27.5,"(1.0, 0.9, 0.2)",-0.5,"(8, 1)",True
2190,30,"(6, 6)",15,13.5,"(1.0, 0.9, 0.2)",-0.5,"(1, 5)",True
2191,20,"(7, 2)",10,18.5,"(1.0, 0.9, 0.2)",-1.5,"(7, 6)",True
2192,20,"(4, 5)",2,18.0,"(1.0, 0.9, 0.2)",0.0,"(1, 6)",True
2193,20,"(5, 3)",17,29.0,"(1.0, 0.9, 0.2)",-1.0,"(7, 5)",True
2194,45,"(8, 2)",24,18.0,"(1.0, 0.9, 0.2)",0.0,"(2, 5)",True
2195,30,"(8, 4)",4,29.0,"(1.0, 0.9, 0.2)",-3.0,"(2, 4)",True
2196,30,"(4, 4)",10,32.0,"(1.0, 0.9, 0.2)",-2.0,"(8, 2)",True
2197,30,"(3, 3)",14,30.5,"(1.0, 0.9, 0.2)",-1.5,"(7, 5)",True
2198,20,"(3, 4)",17,26.0,"(1.0, 0.9, 0.2)",0.0,"(2, 1)",True
2199,25,"(6, 6)",18,18.0,"(1.0, 0.9, 0.2)",0.0,"(6, 1)",True
2200,20,"(8, 6)",0,0.0,"(1.0, 0.9, 0.3)",0.0,"(6, 4)",False
2201,40,"(5, 1)",33,-6.0,"(1.0, 0.9, 0.3)",-10.0,"(2, 6)",True
2202,30,"(5, 2)",9,14.5,"(1.0, 0.9, 0.3)",-1.5,"(1, 4)",True
2203,20,"(2, 3)",0,18.0,"(1.0, 0.9, 0.3)",-8.0,"(5, 2)",False
2204,45,"(1, 3)",33,2.0,"(1.0, 0.9, 0.3)",-10.0,"(8, 5)",True
2205,50,"(1, 6)",23,6.5,"(1.0, 0.9, 0.3)",-7.5,"(6, 1)",True
2206,20,"(3, 6)",9,24.0,"(1.0, 0.9, 0.3)",-10.0,"(2, 3)",True
2207,25,"(6, 5)",16,21.5,"(1.0, 0.9, 0.3)",-2.5,"(3, 3)",True
2208,35,"(6, 1)",25,19.5,"(1.0, 0.9, 0.3)",-2.5,"(1, 3)",True
2209,35,"(8, 5)",24,13.5,"(1.0, 0.9, 0.3)",-4.5,"(2, 6)",True
2210,30,"(7, 6)",16,8.5,"(1.0, 0.9, 0.3)",-5.5,"(1, 6)",True
2211,35,"(5, 4)",10,15.0,"(1.0, 0.9, 0.3)",-7.0,"(1, 1)",True
2212,40,"(8, 2)",15,34.0,"(1.0, 0.9, 0.3)",-6.0,"(4, 6)",True
2213,30,"(3, 2)",10,36.5,"(1.0, 0.9, 0.3)",-7.5,"(5, 6)",True
2214,20,"(1, 1)",0,15.0,"(1.0, 0.9, 0.3)",-11.0,"(1, 5)",False
2215,35,"(2, 5)",0,8.0,"(1.0, 0.9, 0.3)",-6.0,"(5, 1)",False
2216,25,"(8, 4)",0,-2.5,"(1.0, 0.9, 0.3)",-20.5,"(4, 5)",True
2217,55,"(1, 2)",46,12.0,"(1.0, 0.9, 0.3)",-12.0,"(8, 6)",True
2218,60,"(8, 1)",35,24.5,"(1.0, 0.9, 0.3)",-1.5,"(1, 6)",True
2219,25,"(6, 2)",0,22.5,"(1.0, 0.9, 0.3)",-9.0,"(1, 2)",True
2220,35,"(8, 4)",0,32.0,"(1.0, 0.9, 0.3)",-8.0,"(3, 6)",False
2221,20,"(8, 5)",5,0.0,"(1.0, 0.9, 0.3)",-20.0,"(5, 6)",True
2222,50,"(1, 1)",0,17.0,"(1.0, 0.9, 0.3)",-5.0,"(8, 4)",True
2223,20,"(6, 6)",12,35.5,"(1.0, 0.9, 0.3)",-16.5,"(7, 3)",True
2224,20,"(5, 5)",4,15.0,"(1.0, 0.9, 0.3)",-3.0,"(7, 3)",True
2225,25,"(5, 4)",9,26.0,"(1.0, 0.9, 0.3)",-4.0,"(2, 6)",True
2226,25,"(6, 6)",0,23.0,"(1.0, 0.9, 0.3)",-5.0,"(2, 5)",False
2227,30,"(1, 6)",5,14.5,"(1.0, 0.9, 0.3)",-9.5,"(7, 6)",True
2228,20,"(5, 5)",10,25.0,"(1.0, 0.9, 0.3)",-9.0,"(8, 6)",True
2229,20,"(6, 6)",11,12.0,"(1.0, 0.9, 0.3)",-6.0,"(4, 4)",True
2230,45,"(1, 4)",31,20.0,"(1.0, 0.9, 0.3)",-2.0,"(7, 1)",True
2231,35,"(8, 4)",0,17.0,"(1.0, 0.9, 0.3)",-7.0,"(3, 2)",False
2232,30,"(4, 1)",15,22.5,"(1.0, 0.9, 0.3)",-11.5,"(3, 6)",True
2233,25,"(4, 6)",11,17.5,"(1.0, 0.9, 0.3)",-6.5,"(4, 1)",True
2234,60,"(8, 6)",54,26.0,"(1.0, 0.9, 0.3)",-2.0,"(1, 1)",True
2235,30,"(5, 5)",25,5.0,"(1.0, 0.9, 0.3)",-4.5,"(2, 2)",True
2236,25,"(5, 2)",9,19.5,"(1.0, 0.9, 0.3)",-0.5,"(8, 4)",True
2237,25,"(7, 5)",8,25.0,"(1.0, 0.9, 0.3)",-3.0,"(6, 1)",True
2238,30,"(3, 5)",0,16.5,"(1.0, 0.9, 0.3)",-5.5,"(1, 1)",False
2239,30,"(6, 3)",25,31.5,"(1.0, 0.9, 0.3)",-6.5,"(2, 5)",True
2240,30,"(7, 4)",10,22.0,"(1.0, 0.9, 0.3)",0.0,"(2, 3)",True
2241,35,"(4, 2)",17,17.0,"(1.0, 0.9, 0.3)",-9.0,"(8, 5)",True
2242,25,"(4, 6)",0,26.0,"(1.0, 0.9, 0.3)",-6.0,"(2, 3)",False
2243,30,"(1, 4)",29,17.0,"(1.0, 0.9, 0.3)",-7.0,"(7, 4)",True
2244,20,"(8, 4)",0,9.0,"(1.0, 0.9, 0.3)",-0.5,"(6, 6)",False
2245,20,"(1, 4)",2,5.0,"(1.0, 0.9, 0.3)",-9.0,"(3, 6)",True
2246,20,"(5, 3)",8,17.5,"(1.0, 0.9, 0.3)",-6.5,"(6, 6)",True
2247,35,"(1, 4)",23,20.5,"(1.0, 0.9, 0.3)",-3.5,"(8, 4)",True
2248,30,"(7, 2)",13,20.0,"(1.0, 0.9, 0.3)",-4.0,"(2, 3)",True
2249,30,"(8, 5)",24,19.5,"(1.0, 0.9, 0.3)",-4.5,"(6, 1)",True
2250,35,"(8, 1)",0,16.0,"(1.0, 0.9, 0.3)",-2.0,"(1, 1)",False
2251,25,"(6, 1)",2,14.5,"(1.0, 0.9, 0.3)",-13.5,"(4, 4)",True
2252,25,"(4, 5)",12,33.0,"(1.0, 0.9, 0.3)",-3.0,"(6, 2)",True
2253,40,"(1, 4)",20,25.0,"(1.0, 0.9, 0.3)",-3.0,"(8, 5)",True
2254,20,"(7, 3)",2,21.5,"(1.0, 0.9, 0.3)",-6.5,"(3, 3)",True
2255,40,"(2, 1)",26,26.0,"(1.0, 0.9, 0.3)",-4.0,"(7, 4)",True
2256,30,"(2, 3)",6,23.5,"(1.0, 0.9, 0.3)",-4.5,"(6, 1)",True
2257,30,"(2, 4)",12,30.0,"(1.0, 0.9, 0.3)",-8.0,"(5, 1)",True
2258,30,"(8, 3)",19,22.5,"(1.0, 0.9, 0.3)",-5.5,"(4, 5)",True
2259,30,"(8, 3)",13,18.0,"(1.0, 0.9, 0.3)",-4.0,"(3, 4)",True
2260,30,"(5, 4)",12,23.5,"(1.0, 0.9, 0.3)",-4.5,"(1, 6)",True
2261,25,"(5, 2)",8,24.0,"(1.0, 0.9, 0.3)",-6.0,"(6, 6)",True
2262,25,"(6, 2)",2,31.5,"(1.0, 0.9, 0.3)",-2.5,"(1, 2)",True
2263,40,"(8, 1)",23,18.0,"(1.0, 0.9, 0.3)",-10.0,"(2, 3)",True
2264,55,"(8, 5)",39,14.0,"(1.0, 0.9, 0.3)",-7.5,"(1, 1)",True
2265,40,"(5, 6)",25,18.0,"(1.0, 0.9, 0.3)",-6.0,"(1, 2)",True
2266,35,"(3, 1)",20,29.0,"(1.0, 0.9, 0.3)",-1.0,"(8, 3)",True
2267,50,"(2, 6)",22,21.0,"(1.0, 0.9, 0.3)",-3.0,"(8, 2)",True
2268,30,"(8, 1)",22,35.5,"(1.0, 0.9, 0.3)",-0.5,"(3, 2)",True
2269,40,"(1, 1)",33,22.0,"(1.0, 0.9, 0.3)",0.0,"(4, 6)",True
2270,30,"(2, 5)",20,18.0,"(1.0, 0.9, 0.3)",0.0,"(5, 2)",True
2271,20,"(5, 4)",0,27.5,"(1.0, 0.9, 0.3)",-0.5,"(7, 2)",False
2272,20,"(3, 5)",14,17.0,"(1.0, 0.9, 0.3)",-3.0,"(5, 3)",True
2273,35,"(4, 1)",0,13.0,"(1.0, 0.9, 0.3)",-1.0,"(1, 5)",False
2274,25,"(6, 3)",3,31.0,"(1.0, 0.9, 0.3)",-9.0,"(2, 2)",True
2275,40,"(2, 1)",23,24.0,"(1.0, 0.9, 0.3)",-8.0,"(8, 3)",True
2276,40,"(8, 2)",20,17.5,"(1.0, 0.9, 0.3)",-6.5,"(2, 4)",True
2277,25,"(5, 6)",0,22.0,"(1.0, 0.9, 0.3)",-8.0,"(6, 2)",False
2278,30,"(6, 1)",9,27.0,"(1.0, 0.9, 0.3)",-5.0,"(1, 2)",True
2279,50,"(2, 1)",33,40.0,"(1.0, 0.9, 0.3)",-2.0,"(7, 6)",True
2280,35,"(6, 1)",33,33.0,"(1.0, 0.9, 0.3)",-1.0,"(8, 6)",True
2281,20,"(3, 5)",17,16.0,"(1.0, 0.9, 0.3)",0.0,"(3, 1)",True
2282,45,"(2, 4)",14,15.5,"(1.0, 0.9, 0.3)",-0.5,"(8, 1)",True
2283,40,"(8, 1)",14,37.5,"(1.0, 0.9, 0.3)",-4.5,"(2, 3)",True
2284,20,"(4, 4)",7,37.5,"(1.0, 0.9, 0.3)",-2.5,"(8, 4)",True
2285,20,"(1, 5)",0,25.5,"(1.0, 0.9, 0.3)",-2.5,"(1, 1)",False
2286,25,"(6, 4)",11,11.5,"(1.0, 0.9, 0.3)",-6.5,"(3, 2)",True
2287,20,"(7, 3)",15,21.0,"(1.0, 0.9, 0.3)",-3.0,"(8, 6)",True
2288,20,"(1, 2)",0,19.5,"(1.0, 0.9, 0.3)",-0.5,"(4, 1)",False
2289,30,"(7, 2)",20,15.5,"(1.0, 0.9, 0.3)",-4.5,"(2, 3)",True
2290,25,"(4, 2)",9,24.0,"(1.0, 0.9, 0.3)",-2.0,"(2, 5)",True
2291,20,"(4, 3)",11,23.0,"(1.0, 0.9, 0.3)",-5.0,"(6, 1)",True
2292,40,"(1, 2)",30,17.5,"(1.0, 0.9, 0.3)",-2.5,"(5, 6)",True
2293,25,"(6, 1)",14,23.0,"(1.0, 0.9, 0.3)",-3.0,"(2, 2)",True
2294,35,"(8, 6)",26,15.0,"(1.0, 0.9, 0.3)",-5.0,"(4, 3)",True
2295,35,"(7, 2)",24,19.5,"(1.0, 0.9, 0.3)",-2.5,"(4, 6)",True
2296,20,"(7, 1)",10,13.5,"(1.0, 0.9, 0.3)",-4.5,"(6, 4)",True
2297,25,"(7, 6)",9,19.0,"(1.0, 0.9, 0.3)",-3.0,"(6, 2)",True
2298,20,"(6, 5)",7,29.0,"(1.0, 0.9, 0.3)",-3.0,"(3, 6)",True
2299,50,"(6, 1)",34,20.5,"(1.0, 0.9, 0.3)",-3.5,"(1, 6)",True
2300,25,"(7, 3)",9,0.0,"(1.0, 0.9, 0.4)",0.0,"(3, 4)",True
2301,35,"(1, 3)",9,3.0,"(1.0, 0.9, 0.4)",-9.0,"(6, 1)",True
2302,20,"(6, 4)",5,22.5,"(1.0, 0.9, 0.4)",-7.5,"(8, 2)",True
2303,55,"(1, 6)",0,13.5,"(1.0, 0.9, 0.4)",-6.5,"(8, 2)",False
2304,25,"(1, 6)",25,8.0,"(1.0, 0.9, 0.4)",-24.0,"(1, 1)",True
2305,20,"(5, 2)",0,9.5,"(1.0, 0.9, 0.4)",0.0,"(8, 1)",False
2306,25,"(2, 4)",0,-11.0,"(1.0, 0.9, 0.4)",-11.0,"(5, 2)",False
2307,40,"(1, 2)",0,3.5,"(1.0, 0.9, 0.4)",-8.5,"(7, 4)",False
2308,30,"(1, 4)",0,14.5,"(1.0, 0.9, 0.4)",-13.5,"(5, 6)",True
2309,30,"(7, 2)",0,11.5,"(1.0, 0.9, 0.4)",-8.5,"(1, 2)",False
2310,30,"(5, 1)",0,3.5,"(1.0, 0.9, 0.4)",-12.5,"(2, 4)",False
2311,20,"(3, 2)",14,8.0,"(1.0, 0.9, 0.4)",-12.0,"(3, 6)",True
2312,20,"(1, 3)",8,13.5,"(1.0, 0.9, 0.4)",-2.5,"(2, 6)",True
2313,30,"(5, 2)",21,14.5,"(1.0, 0.9, 0.4)",-5.5,"(3, 6)",True
2314,20,"(6, 2)",14,17.5,"(1.0, 0.9, 0.4)",-2.5,"(6, 6)",True
2315,25,"(8, 4)",0,15.0,"(1.0, 0.9, 0.4)",-3.0,"(5, 6)",False
2316,20,"(8, 3)",11,4.0,"(1.0, 0.9, 0.4)",-10.0,"(6, 5)",True
2317,25,"(5, 1)",0,15.0,"(1.0, 0.9, 0.4)",-3.0,"(1, 2)",False
2318,35,"(4, 1)",0,16.5,"(1.0, 0.9, 0.4)",-7.5,"(7, 5)",False
2319,25,"(4, 6)",13,0.5,"(1.0, 0.9, 0.4)",-15.5,"(6, 3)",True
2320,30,"(6, 3)",20,20.0,"(1.0, 0.9, 0.4)",-4.0,"(1, 2)",True
2321,25,"(4, 6)",17,16.5,"(1.0, 0.9, 0.4)",-3.5,"(6, 3)",True
2322,20,"(8, 1)",0,17.0,"(1.0, 0.9, 0.4)",-3.0,"(4, 1)",False
2323,50,"(7, 2)",39,8.5,"(1.0, 0.9, 0.4)",-7.5,"(1, 6)",True
2324,40,"(1, 6)",25,22.5,"(1.0, 0.9, 0.4)",-1.5,"(8, 5)",True
2325,40,"(1, 2)",15,28.0,"(1.0, 0.9, 0.4)",-2.0,"(6, 5)",True
